"Accession"	"TotLen"	"CDSFrst"	"CDSLast"
"NM_153416"	1768	89	1729
"NM_001017959"	1768	153	1400
"NM_153501"	1768	70	1401
"NM_177150"	1767	26	1573
"NM_030880"	1767	130	1404
"NM_138656"	1767	25	1230
"NM_007909"	1766	282	911
"NM_130860"	1766	130	1248
"NM_011694"	1766	42	893
"NM_024226"	1766	280	879
"NM_007833"	1766	206	1270
"NM_026817"	1765	97	954
"NM_011756"	1765	32	991
"NM_133675"	1765	169	399
"NM_016908"	1764	257	1417
"NM_026229"	1764	76	1443
"NM_011592"	1764	9	1367
"NM_026433"	1764	608	1012
"NM_178924"	1763	74	856
"NM_016689"	1763	75	953
"NM_007892"	1763	150	1157
"NM_028666"	1763	298	876
"NM_007975"	1762	24	1214
"NM_201616"	1762	208	1392
"NM_011901"	1762	228	1253
"NM_009066"	1762	274	1407
"NM_177570"	1762	389	1621
"NM_175646"	1761	136	585
"NM_133723"	1761	168	791
"NM_023130"	1760	483	1373
"NM_011639"	1760	174	1616
"NM_009740"	1760	82	783
"NM_177727"	1759	468	1385
"NM_001042504"	1759	250	1065
"NM_021282"	1759	20	1501
"NM_010893"	1758	29	1258
"NM_008618"	1758	98	1102
"NM_130864"	1758	222	1496
"NM_029626"	1758	333	1448
"NM_172258"	1758	255	1688
"NM_008431"	1757	246	1442
"NM_009377"	1757	6	1502
"NM_011573"	1757	530	1459
"NM_025837"	1757	34	1305
"NM_009760"	1756	114	677
"NM_008349"	1756	76	1131
"NM_029985"	1756	274	1539
"NM_007898"	1755	770	1462
"NM_177115"	1754	299	955
"NM_023731"	1754	34	1314
"NM_028602"	1754	244	1299
"NM_027409"	1754	171	815
"NM_177688"	1753	17	406
"NM_011835"	1753	116	1591
"NM_009382"	1753	119	607
"NM_020577"	1752	95	1225
"NM_018803"	1752	1	1572
"NM_009768"	1752	161	1330
"NM_010822"	1751	31	1032
"NM_026360"	1751	23	1390
"NM_008968"	1751	118	1623
"NM_010422"	1750	10	1620
"NM_028128"	1750	46	1065
"NM_009033"	1750	282	1448
"NM_010562"	1750	114	1472
"NM_009716"	1749	595	1644
"NM_026210"	1748	95	712
"NM_145567"	1748	53	1060
"NM_010547"	1748	16	1254
"NM_183178"	1748	129	1619
"NM_172907"	1748	321	1022
"NM_178390"	1748	299	1507
"NM_013553"	1748	328	1122
"NM_001039710"	1748	106	834
"NM_025869"	1747	453	1088
"NM_015820"	1747	114	1526
"NM_019441"	1746	111	1019
"NM_133707"	1745	123	1316
"NM_011872"	1745	89	838
"NM_207220"	1744	227	1417
"NM_134100"	1744	195	1547
"NM_001002267"	1744	245	1105
"NM_183286"	1744	60	1190
"NM_138653"	1743	27	1487
"NM_173376"	1743	113	1093
"NM_178365"	1743	294	1619
"NM_173719"	1743	45	749
"NM_025891"	1743	145	1596
"NM_178616"	1743	51	1319
"NM_172623"	1742	86	877
"NM_019823"	1741	152	1654
"NM_029095"	1741	136	1647
"NM_029025"	1740	561	1340
"NM_139302"	1740	27	1214
"NM_183285"	1740	19	810
"NM_025340"	1740	419	1561
"NM_013755"	1739	106	1107
"NM_133787"	1739	83	1594
"NM_030263"	1739	92	1648
"NM_009769"	1738	305	1645
"NM_146110"	1738	44	1351
"NM_145570"	1738	318	788
"NM_011153"	1738	127	606
"NM_026378"	1737	20	1636
"NM_153783"	1737	42	1556
"NM_145522"	1737	24	1166
"NM_016880"	1737	130	1407
"NM_007421"	1736	31	1404
"NM_013709"	1736	559	1581
"NM_022031"	1736	167	1192
"NM_133859"	1736	67	1287
"NM_028958"	1736	98	1234
"NM_010380"	1736	21	1109
"NM_019800"	1735	379	1635
"NM_009151"	1734	91	1284
"NM_010768"	1734	98	1615
"NM_028595"	1734	102	755
"NM_016873"	1734	257	1012
"NM_183358"	1734	10	678
"NM_175177"	1734	263	1294
"NM_001006679"	1734	134	1177
"NM_144804"	1734	48	1583
"NM_001004365"	1734	60	1316
"NM_134253"	1733	179	1165
"NM_027760"	1733	78	1337
"NM_025476"	1733	8	925
"NM_020611"	1733	52	1044
"NM_027982"	1733	32	1555
"NM_009988"	1733	142	1200
"NM_027978"	1732	11	1135
"NM_026392"	1732	118	882
"NM_020266"	1732	67	846
"NM_130882"	1731	51	1622
"NM_176849"	1731	221	1036
"NM_027251"	1731	171	533
"NM_027415"	1729	118	879
"NM_018859"	1729	42	947
"NM_001007589"	1729	431	1036
"NM_145429"	1728	79	1311
"NM_134131"	1728	70	666
"NM_025875"	1728	30	551
"NM_026352"	1728	85	1197
"NM_173393"	1727	385	1473
"NM_021328"	1727	45	806
"NM_009905"	1727	170	577
"NM_177915"	1727	154	852
"NM_012046"	1726	50	1240
"NM_010814"	1725	200	943
"NM_019793"	1725	187	948
"NM_019499"	1725	60	677
"NM_133954"	1724	23	826
"NM_027382"	1724	85	1218
"NM_025894"	1723	50	1420
"NM_010492"	1723	124	1560
"NM_007436"	1722	175	1536
"NM_010424"	1722	98	1177
"NM_019752"	1722	146	1522
"NM_029578"	1721	13	1080
"NM_175369"	1721	249	1121
"NM_010098"	1721	55	1257
"NM_010756"	1720	215	703
"NM_007957"	1720	591	1535
"NM_146108"	1720	65	1222
"NM_008212"	1720	31	975
"NM_026280"	1720	49	585
"NM_198030"	1719	50	964
"NM_026097"	1719	311	1318
"NM_008278"	1719	69	878
"NM_026550"	1718	308	1456
"NM_001008497"	1718	260	1276
"NM_175387"	1718	63	1370
"NM_009118"	1718	373	1584
"NM_001039202"	1716	82	522
"NM_009997"	1715	27	1511
"NM_175112"	1715	246	1352
"NM_024432"	1714	72	1400
"NM_021392"	1714	171	1520
"NM_026551"	1714	194	889
"NM_001077510"	1713	205	1347
"NM_029730"	1713	103	597
"NM_134079"	1713	7	1092
"NM_021354"	1713	64	1158
"NM_133699"	1713	277	1560
"NM_177005"	1713	23	502
"NM_009173"	1713	334	1182
"NM_023556"	1712	73	1260
"NM_010018"	1712	121	1158
"NM_153056"	1712	446	1204
"NM_173870"	1711	1	1608
"NM_011865"	1711	263	1333
"NM_024444"	1711	41	1615
"NM_027979"	1711	229	1623
"NM_026160"	1710	58	435
"NM_030693"	1710	270	1121
"NM_029157"	1710	35	1540
"NM_007397"	1710	46	1656
"NM_054049"	1710	468	1298
"NM_177866"	1710	32	1360
"NM_027159"	1709	336	878
"NM_013909"	1709	163	1626
"NM_031375"	1709	627	1319
"NM_010145"	1708	75	1442
"NM_010087"	1708	340	1455
"NM_178053"	1708	197	1303
"NM_007692"	1707	300	1484
"NM_013493"	1707	107	643
"NM_026371"	1706	220	807
"NM_026850"	1706	31	753
"NM_026232"	1706	181	1056
"NM_001040399"	1705	132	1139
"NM_145530"	1705	109	819
"NM_020587"	1704	20	1039
"NM_025914"	1703	55	1245
"NM_145440"	1703	42	1199
"NM_144862"	1703	34	1059
"NM_009678"	1703	60	1331
"NM_028009"	1703	105	1025
"NM_009657"	1703	206	1297
"NM_007533"	1703	10	1338
"NM_024427"	1702	82	936
"NM_026823"	1702	145	705
"NM_013748"	1702	255	1562
"NM_023240"	1702	104	949
"NM_178373"	1702	57	776
"NM_026859"	1702	405	1181
"NM_023223"	1701	127	1626
"NM_178846"	1701	48	1565
"NM_134152"	1701	59	1219
"NM_181424"	1699	354	1571
"NM_010316"	1699	258	485
"NM_053262"	1699	58	954
"NM_010878"	1699	78	1211
"NM_145135"	1698	150	1520
"NM_144854"	1698	321	749
"NM_022986"	1698	30	809
"NM_153053"	1697	25	1299
"NM_028115"	1696	20	1036
"NM_026431"	1696	56	805
"NM_026516"	1696	58	951
"NM_011133"	1695	27	1610
"NM_012029"	1695	301	1608
"NM_144799"	1695	125	1222
"NM_008027"	1694	160	1446
"NM_007412"	1694	216	1412
"NM_027997"	1694	67	1323
"NM_025882"	1694	27	383
"NM_011973"	1693	188	1450
"NM_019736"	1693	146	1465
"NM_026452"	1693	6	947
"NM_023168"	1693	118	1155
"NM_013932"	1692	410	1519
"NM_025697"	1691	261	851
"NM_016895"	1691	31	729
"NM_134110"	1690	148	519
"NM_025881"	1690	122	1099
"NM_183294"	1689	176	1234
"NM_183171"	1689	149	1327
"NM_146127"	1689	214	1104
"NM_025312"	1689	69	689
"NM_001013745"	1689	356	1621
"NM_033398"	1688	257	1468
"NM_025613"	1688	98	607
"NM_008004"	1688	513	1163
"NM_027209"	1687	133	867
"NM_009908"	1687	1	1299
"NM_011680"	1687	63	1103
"NM_018855"	1687	116	1552
"NM_009366"	1687	153	584
"NM_027971"	1687	135	1406
"NM_145705"	1686	163	1407
"NM_008952"	1686	5	1177
"NM_020050"	1685	86	685
"NM_019922"	1685	72	1274
"NM_033603"	1685	12	1388
"NM_009150"	1685	77	1495
"NM_029083"	1685	135	824
"NM_010474"	1685	323	1258
"NM_031843"	1684	6	1526
"NM_201357"	1683	99	1259
"NM_001038608"	1683	142	333
"NM_013917"	1683	312	878
"NM_030562"	1683	127	1605
"NM_026154"	1682	16	804
"NM_181586"	1682	22	1026
"NM_144828"	1682	357	941
"NM_007860"	1682	26	799
"NM_027960"	1681	129	1610
"NM_016781"	1680	71	1063
"NM_022011"	1680	147	1337
"NM_173011"	1679	46	1404
"NM_013635"	1679	1	786
"NM_023517"	1679	296	1021
"NM_008426"	1679	46	1551
"NM_009352"	1679	21	1286
"NM_011236"	1678	130	1389
"NM_029655"	1678	64	1227
"NM_010592"	1677	109	1134
"NM_146015"	1677	69	1232
"NM_001037754"	1677	62	1510
"NM_010122"	1677	70	1644
"NM_134150"	1677	26	841
"NM_134052"	1676	47	586
"NM_011304"	1675	202	1593
"NM_026873"	1675	10	1155
"NM_183297"	1675	128	1042
"NM_023397"	1674	58	552
"NM_030017"	1674	128	1078
"NM_008827"	1674	323	799
"NM_013499"	1674	266	1588
"NM_010213"	1674	164	1033
"NM_011983"	1673	68	1132
"NM_027721"	1673	73	1302
"NM_008074"	1673	99	1502
"NM_019719"	1672	509	1423
"NM_019817"	1672	7	540
"NM_001081156"	1671	94	765
"NM_145998"	1670	247	1068
"NM_001025427"	1670	167	490
"NM_019685"	1670	106	1476
"NM_027162"	1670	520	1188
"NM_133934"	1670	114	971
"NM_001001892"	1669	77	1186
"NM_013684"	1669	226	1008
"NM_147176"	1669	500	1600
"NM_013492"	1669	92	1438
"NM_029408"	1668	164	1540
"NM_024471"	1668	133	1254
"NM_021497"	1668	1	1317
"NM_013933"	1668	244	993
"NM_011399"	1667	36	959
"NM_153572"	1666	124	1590
"NM_029727"	1666	133	1464
"NM_145837"	1666	551	1141
"NM_145600"	1665	83	1033
"NM_011658"	1665	308	928
"NM_025407"	1665	72	1514
"NM_053116"	1663	278	1372
"NM_023209"	1663	245	1237
"NM_009981"	1662	47	1150
"NM_030887"	1662	232	723
"NM_001009979"	1662	45	1442
"NM_194446"	1662	42	1124
"NM_175186"	1662	15	1523
"NM_011695"	1662	133	1020
"NM_001079695"	1662	315	1124
"NM_026530"	1661	78	1481
"NM_009700"	1661	55	1026
"NM_019668"	1661	121	579
"NM_001042768"	1661	163	1545
"NM_019742"	1661	133	465
"NM_008675"	1660	68	604
"NM_011193"	1660	242	1489
"NM_023317"	1660	266	904
"NM_031166"	1660	72	557
"NM_023056"	1659	627	1418
"NM_178243"	1659	70	852
"NM_021340"	1659	38	913
"NM_001042408"	1659	118	309
"NM_021316"	1659	203	652
"NM_025521"	1659	237	566
"NM_133743"	1659	21	1112
"NM_181590"	1658	81	1457
"NM_013646"	1657	6	1577
"NM_022985"	1657	221	892
"NM_008019"	1657	210	536
"NM_007651"	1657	114	773
"NM_001025365"	1657	251	1405
"NM_001039536"	1657	1	759
"NM_021370"	1657	30	1517
"NM_008253"	1656	204	806
"NM_133986"	1656	8	376
"NM_018773"	1656	149	1225
"NM_011042"	1655	222	1271
"NM_011733"	1655	196	1074
"NM_016773"	1655	288	1550
"NM_019712"	1655	58	384
"NM_028381"	1655	65	1009
"NM_008706"	1654	208	1032
"NM_026554"	1654	12	482
"NM_172747"	1654	177	1166
"NM_008144"	1654	388	1539
"NM_027151"	1653	101	1309
"NM_080462"	1653	71	958
"NM_010882"	1652	132	1109
"XM_001052081"	1652	1	1551
"XM_001052082"	1652	1	1551
"NM_024211"	1652	132	1076
"NM_019713"	1651	124	936
"NM_010951"	1651	123	1340
"NM_173767"	1651	200	1381
"NM_009950"	1650	120	719
"NM_020296"	1650	262	1374
"NM_011129"	1649	36	1472
"NM_025367"	1649	217	1365
"NM_030749"	1649	86	1483
"NM_198408"	1649	93	1061
"NM_024186"	1648	98	1093
"NM_026737"	1648	29	361
"NM_145362"	1648	15	1331
"NM_026277"	1647	11	1222
"NM_001037761"	1647	48	881
"NM_010006"	1647	72	1586
"NM_207689"	1647	44	1402
"NM_182650"	1647	219	1124
"NM_026472"	1646	45	998
"NM_015817"	1646	113	943
"NM_145363"	1646	90	1085
"NM_019690"	1646	261	1022
"NM_015826"	1646	149	1273
"NM_033475"	1646	503	1282
"NM_134020"	1645	5	688
"NM_016700"	1644	191	1345
"NM_178376"	1643	234	1175
"NM_011944"	1643	82	1341
"NM_133192"	1643	116	1369
"NM_010062"	1643	153	1214
"NM_130452"	1642	94	1257
"NM_011591"	1641	47	565
"NM_198223"	1641	97	1518
"NM_153150"	1640	101	1036
"NM_027782"	1640	239	952
"NM_007695"	1640	48	1193
"NM_019771"	1639	35	532
"NM_009224"	1639	150	1496
"NM_133727"	1639	52	1344
"NM_026764"	1639	132	788
"NM_016974"	1638	391	1368
"NM_175471"	1638	360	1130
"NM_001035245"	1637	516	1220
"NM_027117"	1637	229	1449
"NM_009798"	1636	96	914
"NM_028310"	1636	160	546
"NM_027476"	1636	291	899
"NM_001012310"	1636	52	984
"NM_027295"	1636	177	842
"NM_146045"	1636	33	1016
"NM_144886"	1635	4	885
"NM_007706"	1635	427	1023
"NM_001009978"	1635	45	1415
"NM_138314"	1635	202	1389
"NM_009372"	1635	323	1141
"NM_029761"	1634	184	1104
"NM_010052"	1634	146	1303
"NM_197982"	1634	144	1427
"NM_001038845"	1633	164	1492
"NM_181543"	1633	42	1310
"NM_153081"	1633	410	1282
"NM_033073"	1633	83	1456
"NM_178379"	1633	48	1379
"NM_008120"	1633	77	1078
"XM_001476068"	1632	101	487
"NM_008409"	1632	145	936
"XM_907680"	1632	101	487
"NM_172204"	1632	225	1559
"NM_018771"	1632	95	1096
"NM_008107"	1631	469	1542
"NM_153160"	1631	133	858
"NM_177640"	1631	89	577
"NM_001080128"	1631	59	907
"NM_021546"	1631	178	897
"NM_024250"	1630	308	1540
"NM_022414"	1630	280	735
"NM_009458"	1630	52	510
"NM_010090"	1630	80	1036
"NM_027141"	1629	16	1185
"NM_024237"	1629	96	1415
"NM_025718"	1629	302	1138
"NM_173401"	1628	161	928
"NM_007398"	1626	87	1145
"NM_031380"	1626	7	777
"NM_153529"	1626	176	604
"NM_028057"	1626	50	967
"NM_025646"	1626	184	750
"NM_021496"	1625	1	1533
"NM_011797"	1625	266	1279
"NM_175687"	1625	221	1093
"XM_917594"	1625	1	495
"NM_025289"	1624	240	1400
"NM_194444"	1624	91	1086
"NM_028597"	1624	13	1068
"NM_028356"	1624	444	1424
"NM_144814"	1624	58	1245
"NM_011499"	1623	84	1139
"NM_008384"	1623	185	1375
"NM_019821"	1622	75	704
"NM_011418"	1622	194	1351
"NM_028964"	1622	46	1476
"NM_133726"	1622	101	1216
"NM_019393"	1622	81	1397
"NM_001045864"	1621	293	1396
"NM_009213"	1621	309	1568
"NM_012001"	1620	38	1258
"NM_207690"	1620	44	1375
"XM_001481327"	1620	214	1242
"XM_001481318"	1620	214	1242
"NM_009236"	1619	120	1253
"NM_009026"	1619	138	980
"NM_028398"	1619	19	1422
"NM_026796"	1619	10	1311
"NM_144528"	1619	98	1039
"NM_033042"	1619	168	1331
"NM_026023"	1618	325	798
"NM_016903"	1618	52	900
"NM_013477"	1617	129	1184
"NM_133345"	1617	14	760
"NM_024217"	1616	156	710
"NM_018754"	1616	400	1146
"NM_207231"	1616	311	850
"NM_009898"	1616	105	1490
"NM_029074"	1616	46	366
"NM_011360"	1616	95	1336
"NM_207258"	1616	60	1085
"NM_020594"	1615	97	1014
"NM_009450"	1615	70	1407
"NM_010364"	1615	133	1524
"NM_026017"	1615	317	1051
"NM_145610"	1614	44	1456
"XM_128064"	1613	237	1169
"NM_153776"	1613	242	1198
"NM_027732"	1612	118	1230
"NM_001039478"	1612	100	873
"NM_175935"	1612	228	1268
"NM_026929"	1612	148	819
"NM_026560"	1612	222	1091
"NM_013563"	1612	38	1147
"NM_153175"	1612	95	1012
"NM_172133"	1611	55	1200
"NM_030720"	1611	138	1328
"NM_025674"	1611	360	1151
"NM_178056"	1611	677	1462
"NM_027193"	1610	119	964
"XM_484933"	1610	1	486
"NM_025770"	1609	61	696
"NM_134024"	1609	64	1419
"NM_173052"	1609	69	1217
"NM_178408"	1609	19	1320
"NM_197991"	1609	40	816
"NM_133676"	1608	116	1123
"NM_029362"	1607	157	831
"NM_009023"	1607	159	1397
"NM_029609"	1607	64	876
"NM_019480"	1606	318	959
"NM_153064"	1606	25	1416
"NM_008989"	1606	519	1484
"NM_027563"	1606	59	1237
"NM_029385"	1606	26	613
"NM_010440"	1606	240	1193
"NM_009545"	1605	408	1436
"NM_178576"	1605	134	769
"NM_199222"	1605	92	1216
"NM_028422"	1605	260	1477
"NM_138954"	1604	269	1132
"NM_001042557"	1604	46	1452
"NM_028386"	1604	249	1280
"NM_134149"	1603	168	923
"NM_009047"	1603	236	1129
"NM_013665"	1603	216	1211
"NM_026563"	1602	241	1365
"NM_144936"	1602	90	926
"NM_013470"	1602	201	1172
"NM_134081"	1601	98	877
"NM_030116"	1601	16	813
"NM_009398"	1601	64	891
"NM_011692"	1601	43	633
"NM_024190"	1601	79	678
"NM_183148"	1600	50	913
"NM_021499"	1600	74	1462
"NM_021564"	1600	276	1442
"NM_198607"	1600	62	685
"NM_019647"	1599	40	522
"NM_027817"	1599	27	680
"NM_024184"	1599	136	744
"NM_024256"	1599	175	1182
"NM_010817"	1599	131	1096
"NM_133783"	1598	18	1172
"NM_026424"	1598	106	684
"NM_145414"	1597	25	1422
"NM_017400"	1597	221	1159
"NM_007910"	1596	79	699
"NM_028431"	1596	19	1488
"NM_001039373"	1596	576	899
"NM_029738"	1595	124	1365
"NM_153099"	1595	14	1021
"NM_011876"	1594	153	1202
"NM_009415"	1594	291	1040
"NM_013518"	1594	371	997
"NM_144793"	1594	46	1026
"NM_030087"	1594	100	1506
"NM_153104"	1593	276	1079
"NM_008934"	1593	95	1477
"NM_011942"	1593	106	801
"NM_010312"	1593	181	1203
"NM_144912"	1593	21	1232
"NM_018784"	1593	498	1487
"NM_025777"	1592	142	1104
"NM_008970"	1592	596	1123
"NM_019420"	1592	220	1335
"NM_025451"	1592	1	237
"NM_010465"	1592	45	752
"NM_145934"	1591	50	1285
"NM_008593"	1591	54	1532
"NM_011014"	1591	62	733
"NM_028071"	1591	141	569
"NM_011653"	1591	49	1404
"NM_021556"	1590	19	1347
"NM_016918"	1590	396	1052
"NM_133705"	1590	167	1129
"NM_007628"	1589	112	1377
"NM_009897"	1589	210	1466
"NM_013595"	1589	249	1106
"NM_013914"	1589	79	942
"NM_019767"	1588	135	1247
"NM_010209"	1588	6	1529
"NM_001079873"	1588	308	1288
"NM_025656"	1587	86	895
"NM_007438"	1587	161	1255
"NM_019396"	1587	236	1171
"NM_011206"	1587	79	1440
"NM_009872"	1587	1	1110
"NM_183188"	1586	166	1419
"NM_011707"	1586	63	1499
"NM_011017"	1586	91	996
"NM_001042767"	1584	86	1468
"NM_011991"	1583	44	1315
"NM_026377"	1583	54	1013
"NM_152824"	1583	131	1348
"NM_024209"	1583	98	1015
"NM_001039175"	1583	178	786
"NM_007414"	1583	204	1292
"NM_015750"	1582	80	1219
"NM_025915"	1582	10	489
"NM_172372"	1582	144	1226
"NM_199311"	1582	117	854
"NM_013497"	1582	180	1319
"NM_011868"	1581	343	1419
"NM_009737"	1581	14	1195
"NM_027260"	1580	28	1539
"NM_201227"	1580	140	697
"NM_026115"	1580	43	1293
"NM_008786"	1580	120	803
"NM_031404"	1579	81	1361
"NM_001039084"	1579	49	879
"NM_029569"	1579	115	1104
"NM_177585"	1579	94	426
"NM_025443"	1578	83	829
"NM_026270"	1578	130	903
"NM_016798"	1578	96	1046
"NM_019662"	1577	267	1190
"NM_198246"	1576	3	1421
"NM_011939"	1576	1	1389
"NM_028870"	1576	9	644
"NM_025430"	1576	19	585
"NM_080469"	1576	103	1116
"NM_026247"	1576	21	518
"NM_015796"	1574	367	1095
"NM_024414"	1574	243	1109
"NM_173779"	1574	80	1063
"NM_145445"	1573	50	1105
"NM_019785"	1573	66	1319
"NM_024180"	1573	134	595
"NM_030244"	1572	189	1409
"NM_133666"	1572	104	1498
"NM_010761"	1572	103	1173
"NM_013551"	1571	147	1232
"NM_001034891"	1571	441	965
"NM_008560"	1570	257	1147
"NM_025716"	1570	2	625
"NM_027988"	1570	109	828
"NM_145156"	1569	116	1210
"NM_008948"	1569	177	1505
"NM_026004"	1568	21	1016
"NM_153745"	1568	109	1503
"NM_053070"	1567	80	874
"NM_026888"	1566	72	1292
"NM_026584"	1566	93	971
"NM_144943"	1565	59	1054
"NM_026422"	1565	62	850
"NM_023231"	1565	12	1073
"NM_026007"	1565	174	1487
"NM_145154"	1564	118	1491
"NM_001013829"	1564	381	1097
"NM_028146"	1564	90	572
"NM_029839"	1564	14	757
"NM_025959"	1564	25	1194
"NM_010442"	1564	129	998
"NM_008894"	1564	84	1493
"NM_016875"	1564	77	1156
"NM_010212"	1563	284	1123
"NM_011875"	1563	79	1209
"NM_016872"	1563	86	394
"NM_015786"	1563	43	681
"NM_026454"	1562	418	975
"NM_026959"	1562	98	1102
"NM_009454"	1562	388	1011
"NM_001035531"	1561	36	689
"NM_001007596"	1561	136	762
"NM_023386"	1560	63	812
"NM_177992"	1560	160	1206
"NM_001042760"	1560	252	1484
"NM_134084"	1560	63	683
"NM_172501"	1560	116	1159
"NM_134099"	1560	150	1307
"NM_001083328"	1560	215	1432
"NM_178046"	1560	525	1379
"NM_012006"	1559	9	1268
"NM_020003"	1557	60	1274
"NM_144816"	1557	102	1223
"NM_022816"	1557	98	1417
"NM_023186"	1557	4	1425
"NM_029571"	1556	35	1090
"NM_001077189"	1556	69	1091
"NM_008977"	1556	68	1216
"NM_138668"	1556	86	1471
"NM_008324"	1555	71	1294
"NM_011128"	1555	60	1508
"NM_026912"	1554	69	1082
"NM_175150"	1554	129	1163
"NM_011871"	1554	139	1080
"NM_153566"	1554	54	845
"NM_012040"	1554	105	1136
"NM_025508"	1554	189	1226
"NM_007583"	1554	390	1361
"NM_028119"	1553	163	1461
"NM_178845"	1552	22	1395
"NM_009701"	1551	245	1042
"NM_026441"	1551	72	899
"NM_008629"	1551	64	1152
"NM_031169"	1551	66	641
"NM_178377"	1550	13	621
"NM_145978"	1550	67	1116
"NM_025671"	1548	1	1050
"NM_146178"	1548	434	1273
"NM_031193"	1547	72	1346
"NM_008747"	1547	31	1281
"NM_029064"	1547	57	1451
"NM_019832"	1547	158	1258
"NM_029256"	1546	132	1049
"NM_029036"	1546	231	1421
"NM_009745"	1546	79	624
"NM_175296"	1546	79	1383
"XM_924242"	1546	1	828
"NM_013739"	1546	25	1359
"NM_026412"	1545	99	1037
"NM_008341"	1545	180	998
"NM_026381"	1545	93	491
"NM_145453"	1544	114	929
"NM_023178"	1543	58	1464
"NM_175370"	1543	89	1240
"NM_146052"	1542	459	1238
"NM_026840"	1542	131	1258
"NM_019996"	1541	27	1184
"NM_177856"	1541	16	900
"NM_025982"	1541	85	717
"NM_007630"	1541	115	1311
"NM_009446"	1540	73	1425
"NM_153744"	1540	13	1482
"NM_009719"	1539	240	884
"NM_008788"	1539	77	1483
"NM_008452"	1538	46	1110
"NM_027445"	1538	281	1324
"NM_028832"	1538	216	1373
"NM_178389"	1537	175	1218
"NM_145620"	1537	40	1467
"NM_019390"	1536	57	1445
"NM_001079694"	1536	189	998
"NM_001045863"	1535	207	1310
"NM_001083905"	1535	211	1377
"NM_010635"	1535	48	1178
"NM_009263"	1535	223	1107
"NM_001025562"	1535	65	1246
"NM_023113"	1534	148	1086
"NM_009167"	1534	4	1428
"NM_133984"	1534	163	1185
"NM_009673"	1533	155	1114
"NM_007410"	1533	19	1143
"NM_008921"	1533	35	1288
"NM_009807"	1533	201	1409
"NM_133831"	1533	8	1462
"NM_010663"	1532	25	1326
"NM_023233"	1532	125	1348
"NM_008118"	1532	89	1342
"NM_029565"	1532	38	1009
"NM_011451"	1532	82	1248
"NM_009254"	1532	254	1390
"NM_009159"	1532	185	994
"NM_025411"	1531	110	778
"NM_053159"	1531	154	1200
"NM_025886"	1530	89	1168
"NM_033037"	1530	201	803
"NM_010512"	1530	28	429
"NM_019580"	1529	89	1084
"NM_009168"	1529	286	1317
"NM_008380"	1529	173	1447
"NM_198606"	1529	51	1388
"NM_144916"	1529	180	995
"NM_023196"	1529	87	665
"NM_133968"	1528	21	1100
"NM_198191"	1528	86	1273
"NM_029649"	1528	18	791
"NM_030254"	1527	197	1240
"NM_007517"	1527	44	1363
"NM_145500"	1527	177	860
"NM_009304"	1527	36	710
"NM_011702"	1527	164	679
"NM_009001"	1526	345	1007
"NM_016894"	1525	44	490
"NM_133950"	1525	172	810
"NM_212483"	1525	1	1359
"NM_001045483"	1524	643	1434
"NM_026937"	1524	94	1164
"NM_007879"	1524	77	1180
"NM_008700"	1524	211	1167
"NM_025740"	1523	144	1175
"NM_027797"	1523	392	763
"NM_001017433"	1523	159	1340
"NM_009364"	1522	31	723
"NM_145353"	1522	150	1193
"NM_053075"	1521	126	680
"XM_204069"	1521	1032	1466
"NM_133924"	1520	46	1137
"NM_028063"	1520	51	1304
"NM_009319"	1520	92	1189
"NM_027631"	1520	42	1217
"NM_008767"	1520	212	1444
"NM_008124"	1519	40	891
"NM_015768"	1519	73	459
"NM_021470"	1519	182	1288
"NM_130884"	1519	23	1177
"NM_145444"	1518	143	1408
"NM_026395"	1518	101	691
"NM_001078649"	1517	67	654
"NM_021608"	1517	63	611
"NM_172582"	1517	5	1435
"NM_016702"	1517	19	1263
"NM_011141"	1517	55	1404
"NM_198415"	1516	85	1344
"NM_025595"	1516	156	542
"NM_133709"	1516	128	1408
"NM_011897"	1516	284	1231
"NM_026925"	1515	29	1426
"NM_053102"	1515	299	787
"NM_008023"	1515	191	1477
"NM_023179"	1514	169	525
"NM_010223"	1514	29	1096
"NM_145395"	1513	276	1301
"NM_007481"	1513	507	1034
"NM_029568"	1513	37	810
"NM_133668"	1512	53	1126
"NM_010723"	1512	183	680
"NM_133655"	1510	207	917
"NM_009073"	1510	184	1239
"NM_146041"	1510	62	1180
"NM_029508"	1509	263	973
"NM_019699"	1508	75	1409
"NM_010445"	1508	1	999
"NM_176920"	1508	313	1383
"NM_010957"	1508	216	1253
"NM_145385"	1508	139	882
"NM_172697"	1507	214	1152
"NM_001039189"	1507	680	1339
"NM_025623"	1507	65	808
"NM_016905"	1506	42	1220
"NM_007933"	1506	79	1383
"NM_025352"	1506	125	373
"NM_145215"	1505	414	1337
"NM_018802"	1505	221	1408
"NM_025500"	1505	62	1333
"NM_023429"	1505	158	901
"NM_027857"	1505	410	1366
"NM_146027"	1505	74	1351
"NM_025762"	1504	113	874
"NM_198004"	1504	34	588
"NM_013455"	1503	37	1347
"NM_026370"	1503	16	1392
"NM_029327"	1503	261	662
"NM_134122"	1502	68	856
"NM_183217"	1502	84	782
"NM_008947"	1502	8	1330
"NM_021540"	1501	71	1330
"NM_030013"	1501	15	1403
"NM_011232"	1500	298	1140
"NM_177470"	1500	39	1232
"NM_011902"	1500	117	1409
"NM_026464"	1499	50	1216
"NM_008266"	1499	70	963
"NM_152800"	1499	30	995
