Accession	TotLen	CDSFrst	CDSLast
XM_001722710	1443	140	325
NM_005706	1443	182	1171
NM_004165	1443	124	1050
NM_032037	1442	234	1055
NM_022157	1442	23	1222
XM_001715037	1442	1	783
NM_021915	1442	70	519
NM_005671	1442	18	830
NM_006833	1441	32	1015
NM_001017387	1441	138	1025
NM_018074	1441	34	1005
NM_144564	1441	255	1199
NM_152864	1441	89	715
NM_016094	1441	48	647
NM_001101320	1441	61	1335
NM_080817	1440	241	1251
NM_023003	1440	54	1166
NM_002150	1440	41	1222
NM_152637	1440	269	853
NM_001008910	1440	158	1075
NM_001015002	1440	155	1225
NM_007115	1440	77	910
NM_014551	1440	123	1022
NM_004569	1439	98	664
NM_000597	1439	121	1107
NM_014046	1439	38	814
NM_015679	1439	11	1006
XM_001720542	1439	168	1439
XM_001716425	1439	1	675
NM_032347	1439	136	963
NM_000662	1438	161	1033
NM_004851	1438	54	1316
NM_003124	1438	15	800
NM_012315	1438	88	840
NM_030642	1438	1	1302
NM_175619	1438	1	1275
NM_003721	1438	506	1288
NM_017845	1438	9	560
NM_012183	1437	1	1437
NM_145265	1437	101	883
NM_001005376	1437	231	1076
NM_017584	1437	115	972
NM_025048	1437	200	856
NM_032367	1437	248	952
NM_031909	1436	268	1257
NM_000850	1436	310	966
NM_024069	1435	143	673
NM_000049	1435	159	1100
NM_145058	1435	298	933
NM_178525	1435	122	1372
NM_007364	1435	102	755
NM_001077491	1435	219	1100
NM_016034	1434	4	894
NM_206918	1434	36	1007
XM_001717774	1434	1	1367
NM_183242	1434	237	1373
XM_001713662	1434	124	1377
NM_001005415	1434	171	911
NM_145236	1434	181	1386
NM_080745	1434	344	1369
NM_020679	1433	130	900
NM_003881	1433	148	900
NM_016202	1433	458	976
NM_145658	1433	129	1181
NM_007243	1433	19	807
NM_005723	1433	351	1157
NM_144610	1433	33	857
NM_006857	1433	28	495
NM_016410	1432	78	737
NM_001039702	1432	205	1002
NM_001007793	1432	133	1113
NM_130771	1432	66	869
NM_201400	1432	42	1034
NM_022349	1432	239	916
NM_033411	1432	272	1150
NM_145261	1431	141	491
NM_006213	1431	196	1359
XM_001714342	1431	1	1431
NM_015014	1431	46	1323
NM_018559	1431	104	1126
NM_001823	1431	81	1226
XM_001722508	1431	171	524
NM_145253	1430	130	663
NM_144706	1430	400	777
NM_182838	1430	417	1217
NM_001099337	1430	114	761
XM_001714051	1430	114	1430
NM_016086	1429	344	1285
NM_004214	1429	122	1195
NM_012412	1429	156	542
NM_214461	1429	494	1123
NM_002720	1429	105	1028
NM_004617	1428	232	840
NM_000874	1428	375	1370
NM_183352	1428	120	1088
NM_053285	1428	111	1367
NM_007193	1428	146	1120
XM_001714208	1428	1	1428
NM_001799	1427	89	1129
NM_002916	1427	224	1315
NM_002153	1427	168	1331
NM_001033569	1427	150	1232
NM_004688	1426	281	1204
NM_182565	1426	140	634
XM_001715990	1426	1	1185
XM_001128664	1426	569	994
NM_001080547	1426	224	1039
XM_001713925	1425	1	1425
NM_024632	1425	583	1134
XM_001719438	1425	1	1086
XM_001726042	1425	853	1425
NM_005221	1424	209	1078
NM_015942	1424	79	1332
NM_002191	1424	145	1245
NM_001033667	1424	51	632
NM_005731	1424	75	977
NM_004931	1424	51	683
NM_002975	1423	179	1150
NM_144620	1423	200	1207
NM_005776	1423	104	538
NM_024719	1423	98	1108
NM_001081003	1422	234	908
NM_004647	1421	7	1068
NM_014604	1421	154	528
NM_019026	1421	101	667
XM_001132868	1421	1	939
NM_002013	1420	412	1086
XM_001722656	1420	659	1093
NM_002010	1420	179	805
XM_001128157	1420	83	1420
NM_178176	1420	168	1193
XM_001721501	1419	93	521
NM_198137	1419	1	1419
NM_173608	1419	330	1076
XM_001715389	1419	89	346
NM_203494	1419	181	1200
NM_024805	1419	139	1170
NM_001013841	1419	98	1309
XM_001716187	1419	1	1419
NM_014713	1419	165	866
NM_000169	1418	111	1400
NM_001012665	1418	97	1101
NM_016085	1417	653	1168
NM_002750	1417	18	1172
NM_013290	1417	152	769
NM_031895	1417	104	1381
NM_001800	1416	303	803
NM_001010915	1416	47	745
XM_001714341	1416	1	1416
NM_021970	1416	250	624
NM_015702	1416	158	1048
NM_001628	1416	75	1025
NM_007273	1416	186	1085
NM_000666	1415	62	1288
XM_001714993	1415	1	756
NM_006701	1415	141	569
NM_015929	1415	225	1346
NM_001101426	1415	1	1356
XM_001714057	1415	1	756
NM_138432	1414	211	1200
NM_138358	1414	76	858
NM_198559	1414	30	1193
NM_001136	1414	25	1239
XM_001719042	1413	793	1413
NM_005662	1413	99	950
NM_001611	1413	90	1067
NM_024071	1412	35	739
NM_022337	1412	48	683
NM_002701	1411	55	1137
NM_004334	1411	128	1084
XM_001714846	1411	1	492
NM_006117	1410	118	1212
NM_001001436	1410	14	478
NM_007002	1410	81	1304
NM_001031848	1409	153	881
NM_153232	1409	120	830
NM_014579	1409	188	1117
NM_006143	1409	23	1270
NM_032937	1409	526	1056
NM_001003395	1409	328	855
NM_000265	1409	71	1243
NM_004128	1408	120	869
NM_003976	1408	299	961
NM_032302	1408	656	1024
NM_032146	1408	354	914
NM_005029	1407	155	1063
NM_003314	1407	51	929
NM_003809	1407	97	846
NM_198276	1407	213	809
NM_001009608	1407	181	1407
NM_001105575	1407	1	1407
NM_006816	1407	1	1071
NM_003296	1406	241	972
XM_001127626	1406	1	489
NM_020677	1406	382	1281
NM_001098725	1405	131	475
NM_005525	1405	98	976
NM_172365	1405	97	1365
NM_148893	1405	89	322
NM_152990	1405	31	186
NM_022909	1405	88	831
NM_001934	1405	247	753
NM_144597	1405	81	461
NM_001105580	1404	1	1404
NM_004269	1404	23	958
NM_006530	1404	222	905
NM_003841	1404	202	981
NM_178124	1404	543	1019
XM_001719679	1404	916	1404
XM_001718134	1403	352	780
NM_004604	1403	225	1118
XM_001128367	1403	513	770
NM_003946	1402	89	715
XM_001722076	1402	533	898
NM_002166	1402	184	588
NM_000126	1402	82	1083
NM_017510	1402	4	711
NM_012283	1401	1	1401
NM_182498	1401	428	994
NM_032898	1401	366	857
NM_001037125	1401	9	842
NM_212556	1401	1	1401
NM_024320	1401	118	429
NM_000672	1400	95	1201
NM_004347	1400	35	1291
NM_213649	1400	46	1059
NM_001100816	1400	393	1094
NM_006782	1400	166	1098
NM_014300	1399	369	908
NM_021015	1399	54	743
NM_000700	1399	75	1115
NM_182553	1399	233	715
NM_015362	1398	184	1134
NM_001239	1398	233	1204
NM_001008397	1398	35	664
XM_001716198	1398	1	1398
NM_015983	1398	86	529
NM_033105	1398	292	891
XM_001716027	1398	1	1311
NM_001004470	1398	1	1197
NM_006600	1397	117	1112
NM_005851	1397	550	930
NM_033412	1397	451	1344
NM_021197	1396	178	840
NM_015653	1396	407	1336
NM_001079807	1396	54	1220
NM_020243	1396	31	459
NM_145235	1395	105	1142
XM_001718437	1395	1	1395
NM_001079808	1395	53	1219
XM_001726945	1395	1	1395
XM_372013	1395	1	1395
NM_005148	1395	69	791
XM_496946	1395	1	1395
XM_496947	1395	1	1395
XM_001128051	1395	1	1395
NM_138815	1395	250	1146
XM_928853	1395	1	1395
NM_080652	1395	54	848
XM_001713953	1394	1	1038
XM_001720291	1394	10	231
NM_006942	1394	495	1196
NM_002259	1393	165	866
NM_015971	1393	193	921
XM_001132413	1393	94	318
XM_001725117	1393	1166	1351
NM_138393	1393	105	659
NM_024339	1393	236	1261
XM_001721889	1393	991	1281
NM_004167	1392	475	816
NM_007374	1391	96	836
NM_022119	1391	67	1020
NM_001039768	1391	507	998
NM_024104	1390	48	275
NM_002358	1390	75	692
NM_021195	1389	61	723
NM_000613	1389	1	1389
XM_001719370	1389	296	685
NM_012317	1388	105	545
NM_002431	1388	112	1041
NM_002120	1388	98	919
NM_021732	1387	471	914
NM_014224	1387	31	1197
NM_199069	1387	505	1059
NM_001039508	1387	66	896
NM_017615	1387	31	1188
NM_021071	1386	367	1311
NM_145016	1386	132	1016
NM_001077708	1386	169	993
NM_213608	1386	890	1243
NM_016332	1386	138	488
XM_001715416	1386	1	1020
NM_006350	1386	28	981
NM_000595	1386	141	758
NM_001536	1386	43	1158
NM_004175	1385	441	821
NM_005600	1385	77	1060
NM_016108	1385	41	757
NM_001097	1384	13	1278
NM_030815	1384	120	521
NM_058186	1384	147	854
NM_001353	1384	184	1155
NM_000948	1384	520	1203
NM_001077262	1384	149	1351
NM_005272	1384	214	1278
NM_000374	1383	109	1212
NM_001009905	1383	15	1100
NM_213726	1383	443	1108
XM_001717355	1383	1	1383
XM_001725372	1383	232	1287
NM_138693	1383	1	972
NM_002623	1383	139	543
NM_001043229	1382	260	982
NM_080860	1382	106	1035
NM_198083	1382	131	829
NM_152764	1382	453	1049
NM_181337	1382	738	992
NM_198687	1382	31	1236
NM_173824	1382	102	1085
NM_007369	1381	60	1283
NM_144581	1381	40	1104
XM_001725293	1380	1	345
XM_001715521	1380	1	1167
NM_145026	1380	348	1250
NM_024324	1379	75	1136
NM_032304	1379	245	1093
NM_015960	1378	149	970
NM_001098506	1378	97	978
NM_006806	1378	154	912
NM_001007470	1378	356	1123
NM_001033503	1377	248	844
NM_020236	1377	199	1176
NM_003689	1377	23	1102
XM_001714881	1377	1	1377
NM_004502	1377	104	757
NM_015510	1377	28	1005
NM_178491	1377	173	934
NM_001009615	1377	755	1297
NM_012452	1377	14	895
NM_001039140	1376	230	829
NM_005982	1376	274	1128
NM_005856	1376	62	508
XM_001719119	1376	1	390
NM_018645	1375	125	799
NM_012111	1375	132	1148
NM_001007255	1375	173	1039
NM_020675	1375	132	806
NM_001031703	1374	120	920
NM_145304	1374	362	895
XM_001715802	1374	1	504
NM_014509	1374	103	1047
NM_006858	1374	117	800
NM_144681	1374	228	1178
NM_153225	1374	221	1000
XM_001721737	1373	150	548
NM_001010985	1372	51	1115
NM_032414	1372	52	369
NM_022488	1372	111	1055
XM_001714775	1372	1	1050
NM_152480	1372	120	449
XM_001718081	1372	1	858
NM_001077446	1371	113	1045
NM_138462	1371	223	906
NM_004043	1371	146	1267
NM_006703	1371	303	821
XM_001713899	1371	1	657
XM_001714681	1370	1	600
NM_001039617	1370	115	1044
NM_014752	1370	308	679
NM_144725	1369	104	1189
NM_001005214	1369	291	1232
NM_031457	1369	204	956
NM_017559	1369	83	1057
NM_138819	1369	406	864
NM_138410	1369	237	764
NM_015966	1368	70	1221
NM_080820	1368	162	791
NM_001293	1368	89	802
NM_019602	1368	1	1368
NM_001033088	1367	51	926
XM_371097	1367	450	1367
NM_001039614	1367	346	1227
XM_001723578	1367	101	352
NM_001099434	1367	1	1050
NM_001085399	1366	91	906
NM_080678	1366	92	649
NM_144970	1366	6	965
NM_018093	1366	169	1326
XM_001716464	1365	1	1365
NM_001374	1365	134	1033
NM_004163	1365	112	768
NM_002630	1365	50	1216
NM_014170	1364	48	902
NM_024603	1364	590	1348
NM_002262	1364	261	800
XM_001128525	1364	1	1032
NM_138465	1363	86	1216
XM_001720585	1363	296	649
XM_001716202	1363	1	1176
NM_015675	1363	223	705
NM_017518	1363	45	1151
NM_001093734	1363	755	1309
NM_025205	1363	13	549
NM_018453	1363	110	967
NM_138451	1363	173	1216
NM_025217	1362	74	814
XM_001721029	1362	24	434
NM_174897	1362	1	1362
XM_001125769	1362	1	1299
NM_000154	1361	64	1242
NM_004813	1361	245	1255
NM_014182	1361	93	554
XM_001716126	1361	1	969
NM_033259	1360	179	418
NM_021797	1360	157	1263
NM_000797	1360	1	1260
NM_032683	1360	53	673
NM_003564	1360	74	673
NM_004627	1360	42	566
NM_153702	1360	93	974
XM_001723648	1360	29	616
NM_015645	1360	221	952
NM_022144	1360	227	1180
NM_001024957	1360	148	1020
NM_033261	1359	66	749
XM_001720951	1359	1	1359
NM_001013845	1359	517	993
NM_002118	1358	234	1025
NM_024099	1357	217	1008
XM_001714390	1357	1	810
NM_022110	1357	271	1320
XM_001713848	1357	398	1357
NM_024683	1357	71	1153
XM_001714915	1356	1	345
XM_001126968	1356	1	975
XM_001718764	1356	1	1356
NM_001031666	1356	189	464
NM_002592	1355	240	1025
NM_001924	1355	296	793
NM_001077653	1355	12	1355
NM_080879	1354	343	1176
NM_005355	1354	263	1261
NM_001002251	1354	56	1114
NM_000229	1354	12	1334
XM_001131151	1354	638	1354
XM_001721690	1353	1	1353
NM_004118	1353	76	1068
NM_058163	1353	3	578
XM_001724152	1353	1	549
NM_001042616	1353	548	763
XM_001716709	1353	163	1353
NM_003476	1353	130	714
NM_023946	1352	628	1023
NM_002511	1352	140	1312
NM_001042426	1352	183	527
XM_001718942	1352	1	597
NM_030907	1352	210	986
NM_030795	1352	115	765
NM_001013436	1352	139	1032
NM_198853	1351	201	953
NM_001930	1351	98	1207
NM_198924	1351	201	953
NM_013974	1351	277	1134
NM_012225	1351	64	879
NM_001013657	1351	180	1337
NM_019003	1351	372	1148
XM_001714205	1351	953	1351
NM_001017964	1350	38	1009
NM_203376	1350	141	908
XM_001725669	1349	82	363
NM_002559	1349	77	1270
NM_016400	1349	177	566
NM_001102654	1349	212	1024
NM_006978	1349	211	1242
NM_000967	1348	69	1280
NM_018024	1348	126	743
NM_001004431	1348	126	1061
NM_030914	1348	21	326
XM_001717692	1348	1	1314
NM_004917	1347	1	765
XM_925853	1347	1	1014
NM_000155	1347	68	1207
NM_015932	1347	72	497
NM_032522	1347	235	1320
XM_001715953	1347	1	1233
XM_001717284	1346	1	597
NM_001101392	1346	324	1346
NM_001042678	1346	334	915
NM_170694	1346	82	693
NM_207468	1345	267	743
NM_002004	1345	9	1268
NM_001615	1345	123	1253
XM_001714654	1345	107	1345
NM_001029989	1345	133	330
XM_001722831	1344	260	1159
NM_181900	1344	85	726
NM_003301	1344	19	1215
NM_005466	1344	31	771
NM_001031719	1344	54	869
NM_004166	1344	918	1199
NM_002923	1344	32	667
NM_001044369	1343	194	556
NM_006476	1343	278	589
XM_001720135	1343	230	1159
NM_025141	1343	31	696
NM_012473	1342	78	578
NM_198483	1342	60	1256
XM_001715082	1341	1	1341
NM_032349	1341	13	648
NM_000799	1340	182	763
NM_173358	1340	160	726
NM_001039366	1340	188	802
NM_004865	1340	308	868
NM_001151	1340	130	1026
NM_205849	1339	365	925
NM_032227	1339	320	1213
NM_032623	1339	181	903
NM_001215	1339	25	951
NM_178019	1338	69	1265
NM_005386	1338	128	373
XM_001716000	1338	1	777
NM_178169	1337	121	837
NM_152448	1337	18	680
NM_001001715	1337	337	726
NM_016585	1337	40	1179
NM_006142	1336	72	818
NM_018221	1336	195	845
NM_006713	1336	57	440
NM_177987	1335	1	1335
NM_001485	1335	39	1085
XM_001718781	1335	773	1015
NM_001010865	1335	1	1335
NM_004179	1335	1	1335
NM_012172	1335	294	1250
NM_002029	1334	96	1148
NM_005002	1334	11	1144
NM_004314	1334	102	1085
NM_001003686	1334	545	874
NM_014465	1334	297	1187
XM_001716758	1334	489	1334
XM_001719806	1334	616	999
NM_001034025	1333	119	280
NM_012159	1333	22	1326
NM_001665	1332	159	734
NM_002810	1332	63	1196
NM_024068	1332	135	770
NM_019102	1332	62	874
NM_002805	1332	42	1262
NM_003837	1332	68	1087
NM_002300	1332	99	1103
NM_000194	1331	86	742
NM_020378	1331	81	701
NM_052841	1330	442	1248
NM_001029954	1330	39	602
XM_001715025	1330	1	966
XM_001715921	1330	251	1330
NM_012449	1330	201	1220
NM_001613	1330	48	1181
NM_144608	1330	240	1100
NM_001008272	1329	379	978
XM_001126126	1329	1	1329
NM_033281	1329	85	396
XM_001714891	1329	1	1329
NM_001234	1329	68	523
NM_138411	1329	359	1054
NM_182505	1328	229	702
NM_002064	1328	16	336
XM_001129235	1328	1	975
NM_003712	1327	100	966
NM_003289	1327	240	1094
NM_016307	1327	228	989
NM_005801	1326	165	506
NM_174918	1326	26	589
XM_001719942	1326	393	680
NM_004092	1326	72	944
NM_005678	1326	62	277
XM_001714162	1326	1	1203
XM_001715816	1326	1	1326
NM_003097	1326	466	1188
NM_001039517	1326	278	988
NM_006824	1325	143	1063
NM_002622	1324	32	400
XM_001713872	1324	1	411
NM_005997	1324	44	1138
NM_001098834	1324	233	1324
NM_005745	1324	144	884
XM_001717253	1324	1	549
XM_001716242	1323	1	999
XM_001715172	1323	793	1323
NM_013439	1323	213	1124
NM_006568	1323	92	1090
NM_001009182	1323	23	820
NM_014241	1323	36	902
NM_015685	1323	192	815
XM_001713966	1322	1	810
NM_013353	1322	191	1228
XM_001714209	1322	1	1278
NM_138805	1322	298	972
NM_001280	1322	81	599
XM_001724107	1321	51	332
NM_014205	1321	46	1257
NM_139166	1321	56	1201
NM_005918	1321	87	1103
NM_007079	1321	335	781
NM_001004055	1321	261	932
XM_001714683	1320	1	1320
NM_001101311	1320	250	1062
NM_024027	1320	149	964
NM_001242	1320	212	994
NM_006982	1320	5	985
NM_017872	1320	127	1023
NM_001010926	1319	82	582
NM_207340	1319	198	1052
NM_138802	1319	173	946
NM_001225	1319	74	1207
XM_001134195	1319	63	623
NM_014188	1319	326	910
NM_006755	1319	51	1064
NM_001014763	1318	205	1245
NM_001098786	1318	149	340
NM_031925	1318	66	1097
NM_006137	1318	110	832
NM_080658	1317	172	1131
NM_002036	1317	241	1251
NM_016200	1317	193	483
NM_001512	1317	113	781
NM_001010893	1317	1	1317
NM_052951	1317	69	1058
NM_018304	1317	80	1162
XM_001722108	1316	67	306
NM_176880	1316	370	789
NM_021129	1316	108	977
XM_001713623	1315	46	921
NM_001169	1315	83	868
XM_001723887	1315	142	378
NM_018845	1315	60	725
NM_080667	1315	199	1227
NM_016449	1315	278	967
NM_001032998	1315	131	1054
NM_130441	1314	492	1133
NM_031420	1314	86	889
XM_001722482	1314	743	1192
XM_001718522	1314	1	1314
NM_001097590	1313	357	1208
NM_005697	1313	75	1064
XM_001720409	1313	287	1300
NM_003002	1313	12	491
NM_020633	1313	1	1062
NM_016044	1313	180	1124
NM_004965	1313	205	507
NM_031209	1313	7	1218
NM_001284	1313	117	698
NM_006286	1313	93	1253
NM_002113	1312	115	1107
XM_001720564	1312	1	1093
NM_003313	1312	47	1012
NM_133467	1312	220	774
NM_001093770	1311	170	907
NM_002598	1311	80	1114
NM_004699	1311	76	1095
NM_153036	1311	268	654
NM_002046	1310	103	1110
NM_005872	1310	54	731
NM_001012990	1310	114	986
NM_021023	1310	88	1080
NM_001013694	1310	8	1027
NM_030666	1310	45	1184
NM_020678	1309	135	1172
NM_003857	1309	82	1245
NM_001881	1308	326	739
NM_001031705	1308	66	860
NM_001080442	1308	1	1308
NM_014814	1308	26	1195
NM_013242	1308	278	859
NM_020642	1308	77	709
NM_000710	1307	209	1270
XM_001713738	1307	25	822
NM_015853	1307	133	1071
NM_006556	1307	324	902
NM_024319	1307	95	886
NM_006112	1307	44	949
NM_138379	1306	58	1194
NM_006830	1305	24	194
XM_001715901	1305	1	1305
NM_020040	1305	1	1305
NM_213655	1305	1	1305
NM_022094	1305	141	857
XM_001715555	1305	1	1305
NM_001008708	1305	96	650
XM_001719369	1304	1	903
NM_199047	1304	1	1128
XM_001716757	1304	9	1304
NM_005971	1304	176	439
XM_001718071	1303	574	927
NM_018321	1303	25	1086
NM_001001870	1303	251	424
NM_013442	1303	64	1134
NM_016601	1303	65	1189
NM_014511	1302	38	769
XM_001126402	1302	1	1302
NM_173554	1301	321	947
NM_012067	1301	78	1073
NM_173553	1300	37	1200
XM_001716997	1300	1	903
NM_173513	1299	329	655
XM_001715965	1299	1	588
NM_006110	1299	121	1146
NM_002712	1299	16	1098
XM_001715942	1299	1	1299
NM_004317	1298	15	1061
NM_023935	1298	23	967
NM_014621	1298	250	1017
XM_001713887	1298	1	165
NM_005727	1297	128	853
XM_001133086	1297	1	957
NM_001283	1297	111	587
NM_152343	1297	97	1251
NM_004148	1297	72	530
XM_001719176	1297	76	660
XM_001720425	1296	267	779
NM_001002036	1296	1	1296
XM_001725356	1296	1	1296
NM_001008784	1296	227	1042
NM_001025436	1296	93	644
NM_001956	1296	26	562
NM_001080496	1296	1	1296
XM_001714232	1296	1	1296
XM_001714394	1295	1	1263
NM_153216	1295	41	1027
NM_006176	1295	237	473
XM_001715579	1295	1	1026
NM_017858	1295	87	992
NM_016499	1295	437	700
NM_001080146	1294	256	1122
NM_173571	1294	256	1122
NM_001080144	1294	256	1122
NM_001080138	1294	256	1122
NM_001080142	1294	256	1122
NM_001080145	1294	256	1122
NM_001080143	1294	256	1122
NM_001080140	1294	256	1122
NM_001080139	1294	256	1122
NM_000366	1294	192	1046
NM_001006935	1294	235	882
NM_001306	1294	198	860
NM_001080137	1294	256	1122
NM_170746	1294	347	715
NM_001080141	1294	256	1122
NM_022146	1293	1	1293
NM_030652	1293	59	940
XM_001716858	1293	793	1293
NM_015607	1293	313	1059
NM_198486	1293	6	746
NM_172366	1292	99	977
NM_006684	1292	70	1065
NM_015950	1292	124	1041
NM_174905	1291	20	1069
NM_173793	1290	10	327
XM_001718549	1290	1	1290
NM_016567	1290	13	981
NM_021014	1290	95	661
NM_152777	1290	418	840
XM_001720870	1290	211	1227
NM_020412	1290	86	685
NM_025231	1290	101	1147
NM_001970	1290	125	589
NM_144605	1290	90	1166
NM_016020	1289	65	1105
NM_180990	1289	41	1276
NM_021004	1289	34	870
NM_000754	1289	203	1018
NM_032681	1288	210	1091
NM_145046	1288	64	1218
NM_002167	1288	406	765
XM_001714472	1287	1	1287
NM_001002880	1287	277	657
XM_001719287	1287	183	680
NM_006562	1287	146	991
NM_001098673	1287	305	961
NM_006370	1287	341	1039
NM_013237	1287	153	812
NM_018485	1287	72	1085
NM_032847	1286	32	1174
NM_182546	1286	406	1116
NM_003756	1286	27	1085
NM_199336	1286	152	1096
NM_032580	1286	1	678
NM_014433	1286	159	1205
NM_004467	1285	110	1048
NM_001671	1285	180	1055
XM_001719774	1285	605	943
NM_004786	1285	206	1075
XM_001714297	1285	1	1110
NM_032044	1285	267	743
NM_138343	1284	78	1025
NM_016184	1284	248	961
XM_001715544	1284	1	996
NM_000172	1284	117	1169
XM_001131001	1284	1	1272
NM_012474	1284	182	967
NM_005830	1284	22	1209
XM_001713888	1284	1	1197
NM_182560	1283	420	797
XM_001714184	1283	198	1283
NM_024116	1282	203	1039
NM_002188	1282	15	455
NM_014320	1282	298	915
NM_001018109	1282	205	1077
NM_016029	1282	78	1097
NM_201566	1281	1	1281
NM_004605	1281	180	1232
NM_003092	1281	217	894
NM_173357	1281	123	689
NM_006324	1281	138	1037
NM_016116	1281	1	1281
NM_182707	1281	1	1281
NM_006992	1281	166	1104
XM_001714087	1280	669	1280
NM_001009570	1280	103	1122
NM_018983	1280	308	961
NM_003878	1280	60	1016
NM_005450	1279	311	1009
NM_198152	1279	63	422
NM_024821	1279	110	799
NM_000375	1279	197	994
XM_001715341	1278	1	1278
NM_138326	1278	68	1078
NM_002301	1278	166	1164
XM_001715132	1278	1	1155
NM_014408	1278	89	631
NM_016246	1277	267	1079
NM_004991	1277	308	817
NM_005805	1277	314	1246
NM_032299	1277	269	982
NM_001006681	1277	312	1088
NM_002129	1277	191	820
NM_001098621	1277	359	868
NM_006848	1277	381	989
NM_001398	1276	86	1072
NM_198690	1276	50	928
XM_001719874	1276	1	828
NM_198552	1276	29	583
NM_080749	1276	272	1129
NM_005227	1276	88	693
NM_144615	1276	47	895
XM_001127016	1275	1	1152
NM_001078172	1275	84	425
NM_020142	1275	265	528
NM_001037738	1274	156	935
NM_006541	1274	23	1030
NM_002315	1274	498	968
NM_003754	1274	34	1107
XM_001716948	1273	1	1200
NM_004610	1273	213	1193
NM_003132	1273	92	1000
NM_001037639	1273	60	1049
NM_032930	1273	352	1041
NM_015139	1272	33	1100
NM_001013739	1272	517	921
NM_213607	1272	84	812
NM_080626	1272	144	899
NM_001729	1271	295	831
XM_001725039	1271	598	1182
NM_005635	1271	92	658
NM_007240	1271	12	1034
NM_138807	1270	243	1193
NM_001657	1270	211	969
NM_001037281	1270	92	1129
XM_001714367	1270	1	987
NM_002727	1270	87	563
NM_016955	1269	1	1269
NM_019855	1268	126	647
NM_001003897	1268	96	353
NM_005917	1268	57	1061
NM_014673	1268	36	929
XM_001717734	1268	1	840
NM_206833	1268	199	447
NM_001002810	1267	292	813
NM_080675	1267	94	1233
NM_019111	1267	82	846
NM_181532	1266	252	953
XM_001715368	1266	1	1266
NM_000727	1266	72	740
XM_001717621	1266	684	1028
NM_020359	1265	334	1008
NM_001288	1265	265	990
NM_002484	1265	24	986
NM_017421	1265	28	1137
NM_001738	1264	147	932
NM_173490	1264	191	1165
NM_138818	1264	125	904
NM_001082619	1263	224	1090
NM_007213	1263	17	553
NM_001531	1263	6	1031
NM_178570	1263	1	1263
NM_152465	1263	195	1205
NM_001037637	1262	244	864
NM_153339	1262	31	942
XM_001715697	1262	501	1262
XM_001719541	1262	1	1119
NM_002574	1262	341	940
XM_001128582	1261	875	1261
XM_001133091	1261	1	921
NM_001015878	1261	190	1119
NM_015617	1260	1	1260
NM_005507	1260	235	735
NM_198507	1260	121	693
XM_001713914	1260	1	543
NM_004223	1260	97	558
NM_016579	1260	66	914
XM_001714879	1260	252	734
XM_001133949	1260	42	791
XM_001716291	1260	1	1203
XM_001125808	1260	196	699
NM_001205	1259	105	791
NM_006360	1259	44	1168
NM_002690	1259	114	1121
XM_001715525	1259	1	993
NM_001783	1258	186	866
XM_001720214	1258	551	748
NM_015596	1258	44	877
NM_001170	1258	173	1201
NM_017528	1258	59	904
NM_016535	1258	175	768
NM_001037325	1258	185	820
NM_173685	1258	228	971
NM_014343	1258	255	941
NM_002597	1258	74	814
NM_152274	1257	155	799
NM_012212	1257	104	1093
XM_001130480	1257	1	423
XM_001722453	1256	1	510
NM_153356	1256	84	1094
NM_024648	1255	102	1061
NM_032687	1255	310	888
NM_002414	1255	175	732
XM_001720868	1255	1	291
NM_080701	1255	545	1255
NM_014171	1255	115	420
NM_001014444	1255	164	982
NM_001078171	1254	82	423
NM_003897	1254	33	503
NM_017418	1254	523	735
NM_174962	1254	88	654
NM_000365	1254	26	775
NM_004217	1253	62	1096
NM_000117	1252	59	823
NM_004436	1252	153	518
NM_001024644	1251	103	1104
NM_001359	1251	142	1149
NM_138796	1251	27	1112
NM_018445	1250	79	648
NM_005636	1250	59	625
NM_015485	1250	77	880
XM_001716444	1250	1	930
NM_017841	1250	23	523
NM_003730	1250	408	1178
NM_032027	1250	304	927
NM_203302	1249	520	885
NM_175881	1249	223	1047
NM_001082488	1249	1	846
NM_007280	1249	61	750
NM_198692	1249	46	942
NM_001079536	1249	142	1017
NM_000370	1249	33	869
NM_001031713	1248	129	1208
XM_001715684	1248	1	1248
XM_001714392	1248	1	1017
NM_130759	1248	88	1008
XM_001715245	1248	1	1248
NM_005726	1247	27	1067
NM_001185	1247	45	941
NM_012205	1247	41	901
NM_020195	1247	33	914
NM_004058	1247	125	694
NM_015372	1247	168	650
XM_001126087	1246	744	983
NM_006983	1246	39	1211
XM_001716750	1246	41	1246
NM_002905	1246	114	1070
NM_001769	1246	112	798
NM_001039649	1246	263	889
NM_016484	1246	103	525
XM_001716336	1246	1	1206
XM_001721524	1245	77	898
NM_002032	1245	236	787
NM_006228	1245	209	739
NM_001080425	1245	204	566
NM_000939	1245	214	1017
NM_001017998	1245	55	261
NM_001757	1245	130	963
XM_001129638	1245	224	799
NM_152350	1245	101	493
NM_016602	1244	5	1093
NM_003977	1244	118	1110
NM_001042685	1243	66	1133
XM_001724909	1243	146	757
NM_007022	1243	211	879
NM_006471	1243	396	911
NM_016010	1243	55	1032
NM_031952	1243	157	921
NM_003551	1243	79	717
NM_183062	1243	1	981
NM_016523	1242	65	760
NM_153698	1242	37	717
NM_001077469	1242	204	1226
NM_001152	1242	75	971
NM_032495	1241	283	504
NM_181342	1241	97	765
NM_000943	1241	106	744
NM_002123	1241	83	868
