"Transcript"	"miRNA"	"UTR_length"	"site_position"	"seed_position"	"Seed_kind"	"region12.17"	"Seed47_score"	"Seed50_score"	"Ghybrid"	"Gnucl"	"Gtotal"	"SiteAcc"	"UpsAcc"	"DwsAcc"	"SeedAcc"	"UpAU"	"site_conser"	"seed_conser"	"SiteBegin"	"line_prob"	"quad_prob"
"NM_172653"	"miR-181b"	5003	"3477-3500"	"3495-3500"	"6mer"	0	0.851	0.8519	-20.2	-2.088	0.863	0.323	0.399	0.47	0.425	0.533	0.00075	0.000833333333333333	0.377396980824153	0.367815821223397	0.418818440826665
"NM_172653"	"miR-181c"	5003	"3477-3500"	"3495-3500"	"6mer"	0	0.851	0.8519	-14.3	-1.152	6.763	0.323	0.399	0.47	0.425	0.533	0.00075	0.000833333333333333	0.377396980824153	0.358119051292920	0.465322267001411
"NM_172653"	"miR-181c"	5003	"2917-2938"	"2933-2938"	"offset-6mer"	0	0.851	0.5654	-16	-0.089	5.022	0.341	0.458	0.462	0.051	0.733	0.0242272727272727	0.00266666666666667	0.148918808649531	0.314780601108036	0.414179862713884
"NM_172653"	"miR-181d"	5003	"3477-3500"	"3495-3500"	"6mer"	0	0.851	0.8519	-17.8	-2.088	3.263	0.323	0.399	0.47	0.425	0.533	0.00075	0.000833333333333333	0.377396980824153	0.365205767658430	0.44581054104314
"NM_172653"	"miR-181d"	5003	"2917-2938"	"2933-2938"	"offset-6mer"	0	0.851	0.5654	-18.2	-0.119	2.822	0.341	0.458	0.462	0.051	0.733	0.0242272727272727	0.00266666666666667	0.148918808649531	0.317107970008710	0.363049376382972
"NM_172653"	"miR-19a"	5003	"3114-3130"	"3125-3130"	"offset-6mer"	0	0.851	0.5654	-20.4	-1.203	-15.069	0.498	0.28	0.45	0.347	0.667	1	1	0.229294165646675	0.507100918779218	0.456644537935448
"NM_172653"	"miR-19a"	5003	"3114-3132"	"3125-3130"	"offset-6mer"	0	0.851	0.5654	-23.4	-1.17	-15.671	0.476	0.28	0.412	0.347	0.667	1	1	0.229294165646675	0.490583011372182	0.425867193474184
"NM_172653"	"miR-19b"	5003	"3114-3130"	"3125-3130"	"offset-6mer"	0	0.851	0.5654	-18.3	-1.399	-12.969	0.498	0.28	0.45	0.347	0.667	1	1	0.229294165646675	0.505393345452264	0.468216952436996
"NM_172653"	"miR-19b"	5003	"3114-3132"	"3125-3130"	"offset-6mer"	0	0.851	0.5654	-21.3	-1.359	-13.571	0.476	0.28	0.412	0.347	0.667	1	1	0.229294165646675	0.488848957284745	0.438228505930916
"NM_172653"	"miR-30a"	5003	"3713-3739"	"3732-3738"	"8mer"	1	1.1751	2.7436	-17.5	-2.148	0.623000000000001	0.367	0.385	0.626	0.421	0.633	0.178444444444444	0.031	0.473684210526316	0.70374136777121	0.780831301865197
"NM_172653"	"miR-30b"	5003	"3715-3739"	"3732-3738"	"8mer"	0	0.851	2.7436	-15	-2.021	1.542	0.391	0.382	0.626	0.421	0.6	0.19192	0.031	0.474500203998368	0.682624536008116	0.73847714678812
"NM_172653"	"miR-30b"	5003	"3715-3737"	"3732-3737"	"offset-6mer"	0	0.851	0.5654	-9.9	-1.861	7.873	0.38	0.382	0.572	0.431	0.6	0.208521739130435	0.0358333333333333	0.474500203998368	0.385795966850415	0.487975252746294
"NM_172653"	"miR-30c"	5003	"3706-3739"	"3732-3738"	"8mer"	0	0.851	2.7436	-13.9	-2.021	3.01	0.352	0.543	0.626	0.421	0.567	0.142323529411765	0.031	0.470828233374133	0.688285144019545	0.781134345479476
"NM_172653"	"miR-30c"	5003	"3706-3737"	"3732-3737"	"offset-6mer"	0	0.851	0.5654	-8.8	-1.861	8.991	0.342	0.543	0.572	0.431	0.567	0.15115625	0.0358333333333333	0.470828233374133	0.393722893729294	0.558426458671148
"NM_172653"	"miR-30d"	5003	"3713-3739"	"3732-3738"	"8mer"	1	1.1751	2.7436	-17.5	-2.148	0.623000000000001	0.367	0.385	0.626	0.421	0.633	0.178444444444444	0.031	0.473684210526316	0.70374136777121	0.780831301865197
"NM_172653"	"miR-30e"	5003	"3713-3739"	"3732-3738"	"8mer"	1	1.1751	2.7436	-20.1	-2.168	-1.977	0.367	0.385	0.626	0.421	0.633	0.178444444444444	0.031	0.473684210526316	0.706329855427584	0.75850432490886
"NM_172653"	"miR-384-5p"	5003	"3704-3739"	"3732-3738"	"8mer"	1	1.1751	2.7436	-16.2	-2.213	0.504999999999999	0.373	0.516	0.626	0.421	0.6	0.134444444444444	0.031	0.470012239902081	0.719625232120866	0.819963388420999
"NM_172653"	"miR-543"	5003	"3487-3500"	"3495-3500"	"offset-6mer"	0	0.851	0.5654	-16.2	-1.501	-7.318	0.401	0.275	0.47	0.425	0.567	0.000642857142857143	0.000833333333333333	0.381476948184415	0.370819087636275	0.478467229266871
"NM_172656"	"miR-103"	2338	"1648-1684"	"1678-1683"	"6mer"	0	0.851	0.8519	-24	-5.361	-4.465	0.473	0.493	0.488	0.608	0.567	0.74272972972973	0.9905	0.0226628895184136	0.490878823664137	0.382856234003385
"NM_172656"	"miR-107"	2338	"1664-1684"	"1678-1683"	"6mer"	0	0.851	0.8519	-25.4	-5.174	-15.28	0.549	0.433	0.488	0.608	0.633	0.644238095238095	0.9905	0.0453257790368272	0.553294243993751	0.435123035588017
"NM_172656"	"miR-15a"	2338	"1666-1684"	"1678-1684"	"7mer-m8"	0	0.851	1.553	-20.8	-5.127	-11.356	0.584	0.372	0.488	0.634	0.633	0.60678947368421	0.991571428571429	0.0481586402266289	0.640804280072053	0.691996453833747
"NM_172656"	"miR-15b"	2338	"1668-1684"	"1678-1684"	"7mer-m8"	0	0.851	1.553	-19.6	-5.127	-13.916	0.637	0.333	0.488	0.634	0.633	0.564235294117647	0.991571428571429	0.0509915014164306	0.66050811301084	0.739651553231113
"NM_172656"	"miR-16"	2338	"1669-1684"	"1678-1684"	"7mer-m8"	0	0.851	1.553	-19.9	-5.069	-15.328	0.674	0.318	0.488	0.634	0.667	0.583375	0.991571428571429	0.0524079320113314	0.674255751039096	0.760334158940319
"NM_172656"	"miR-1906"	2338	"1652-1683"	"1678-1683"	"6mer"	1	1.1751	0.8519	-29.6	-3.58	-11.837	0.496	0.442	0.521	0.608	0.6	0.7458125	0.9905	0.028328611898017	0.533756071127254	0.423321603498413
"NM_172656"	"miR-1907"	2338	"1654-1685"	"1678-1684"	"7mer-m8"	0	0.851	1.553	-29.5	-6.465	-13.705	0.541	0.425	0.46	0.634	0.633	0.74659375	0.991571428571429	0.0311614730878187	0.6174421933055	0.501103471876261
"NM_172656"	"miR-195"	2338	"1669-1684"	"1678-1684"	"7mer-m8"	0	0.851	1.553	-19.3	-5.069	-14.728	0.674	0.318	0.488	0.634	0.667	0.583375	0.991571428571429	0.0524079320113314	0.673638531736012	0.766685578003085
"NM_172656"	"miR-26a"	2338	"1637-1666"	"1660-1666"	"7mer-m8"	1	1.1751	1.553	-20.9	-1.547	-1.142	0.438	0.345	0.565	0.256	0.533	0.887533333333333	0.978857142857143	0.00708215297450425	0.561775846911757	0.715590256419766
"NM_172656"	"miR-26b"	2338	"1651-1666"	"1660-1666"	"7mer-m8"	1	1.1751	1.553	-19.1	-1.547	-3.009	0.372	0.454	0.565	0.256	0.6	0.9440625	0.978857142857143	0.0269121813031161	0.580862003079675	0.699628742679305
"NM_172656"	"miR-322"	2338	"1656-1684"	"1678-1684"	"7mer-m8"	0	0.851	1.553	-20.3	-5.264	-8.966	0.55	0.435	0.488	0.634	0.6	0.72103448275862	0.991571428571429	0.0339943342776204	0.621683368020205	0.6702491902329
"NM_172656"	"miR-497"	2338	"1666-1684"	"1678-1684"	"7mer-m8"	0	0.851	1.553	-20.9	-5.127	-11.456	0.584	0.372	0.488	0.634	0.633	0.60678947368421	0.991571428571429	0.0481586402266289	0.640912034141466	0.690633867439267
"NM_172659"	"let-7a"	2125	"2053-2067"	"2062-2067"	"6mer"	0	0.851	0.8519	-19.8	-6.37	-13.341	0.599	0.4	0.386	0.643	0.4	8e-04	5e-04	0.868131868131868	0.579228830495366	0.611674382041771
"NM_172659"	"let-7b"	2125	"2029-2067"	"2062-2067"	"6mer"	1	1.1751	0.8519	-25	-5.934	-5.158	0.463	0.504	0.386	0.643	0.467	0.00207692307692308	5e-04	0.824175824175824	0.547093850916484	0.551344401292142
"NM_172659"	"let-7c"	2125	"2045-2067"	"2062-2067"	"6mer"	0	0.851	0.8519	-23	-6.37	-13.951	0.544	0.391	0.386	0.643	0.433	0.00143478260869565	5e-04	0.853479853479853	0.561058661737555	0.642584584824859
"NM_172659"	"let-7d"	2125	"2042-2068"	"2062-2067"	"6mer"	0	0.851	0.8519	-21.6	-6.418	-12.157	0.531	0.42	0.341	0.643	0.467	0.00155555555555556	5e-04	0.847985347985348	0.554930353507627	0.637746082281303
"NM_172659"	"let-7e"	2125	"2053-2067"	"2062-2067"	"6mer"	0	0.851	0.8519	-20.7	-6.316	-14.241	0.599	0.4	0.386	0.643	0.4	8e-04	5e-04	0.868131868131868	0.580054163343917	0.624641178953972
"NM_172659"	"let-7f"	2125	"2042-2067"	"2062-2067"	"6mer"	0	0.851	0.8519	-15.3	-4.001	-5.473	0.524	0.42	0.386	0.643	0.467	0.00153846153846154	5e-04	0.847985347985348	0.543319481815134	0.531502986673588
"NM_172659"	"let-7g"	2125	"2048-2067"	"2062-2067"	"6mer"	1	1.1751	0.8519	-18.7	-4.656	-10.223	0.49	0.45	0.386	0.643	0.4	9e-04	5e-04	0.858974358974359	0.568661438828445	0.575678042069302
"NM_172659"	"let-7i"	2125	"2046-2067"	"2062-2067"	"6mer"	1	1.1751	0.8519	-22.2	-4.656	-13.401	0.529	0.427	0.386	0.643	0.4	0.00122727272727273	5e-04	0.855311355311355	0.577465274743214	0.596545494458387
"NM_172659"	"miR-193"	2125	"2015-2034"	"2029-2034"	"offset-6mer"	1	1.1751	0.5654	-27.8	-6.454	-15.827	0.478	0.1	0.49	0.183	0.4	0.0015	0	0.798534798534799	0.498117970307526	0.484184201733241
"NM_172659"	"miR-193b"	2125	"2016-2034"	"2029-2034"	"offset-6mer"	1	1.1751	0.5654	-24.2	-6.406	-12.224	0.453	0.146	0.49	0.183	0.4	0.00157894736842105	0	0.8003663003663	0.494088542673671	0.510015326744912
"NM_172659"	"miR-202-3p"	2125	"2044-2068"	"2061-2067"	"7mer-m8"	0	0.851	1.553	-21	-7.134	-12.127	0.555	0.364	0.341	0.585	0.433	0.00148	0.000428571428571429	0.851648351648352	0.641913924954965	0.633677848095859
"NM_172659"	"miR-98"	2125	"2046-2067"	"2062-2067"	"6mer"	0	0.851	0.8519	-18.3	-4.029	-9.501	0.529	0.427	0.386	0.643	0.4	0.00122727272727273	5e-04	0.855311355311355	0.54425746916649	0.571883038739901
"NM_172684"	"miR-125a-5p"	6727	"4781-4799"	"4794-4799"	"offset-6mer"	0	0.851	0.5654	-16.7	-1.197	-1.128	0.479	0.398	0.38	0.341	0.467	0.999736842105263	1	0.514471057884232	0.509822144463292	0.532989403408496
"NM_172684"	"miR-125b-5p"	6727	"4781-4799"	"4794-4799"	"offset-6mer"	0	0.851	0.5654	-17.3	-1.197	-1.728	0.479	0.398	0.38	0.341	0.467	0.999736842105263	1	0.514471057884232	0.510523836264868	0.537496638238133
"NM_172684"	"miR-128"	6727	"4756-4787"	"4781-4787"	"7mer-m8"	1	1.1751	1.553	-24.8	-2.475	-4.449	0.396	0.6	0.519	0.442	0.633	0.9999375	1	0.508233532934132	0.704556925680422	0.727749489135226
"NM_172684"	"miR-138"	6727	"4783-4806"	"4801-4806"	"6mer"	0	0.851	0.8519	-22.4	-5.196	-3.697	0.477	0.393	0.35	0.496	0.433	0.999791666666667	1	0.514970059880239	0.545014145378886	0.593126859997869
"NM_172684"	"miR-27a"	6727	"4758-4787"	"4782-4787"	"offset-6mer"	0	0.851	0.5654	-20.2	-3.157	0.311	0.379	0.666	0.519	0.44	0.667	0.999933333333333	1	0.50873253493014	0.567661154624367	0.530272156876287
"NM_172684"	"miR-27b"	6727	"4758-4787"	"4782-4787"	"offset-6mer"	0	0.851	0.5654	-18.1	-3.154	2.411	0.379	0.666	0.519	0.44	0.667	0.999933333333333	1	0.50873253493014	0.565235685897024	0.515939748853878
"NM_172684"	"miR-351"	6727	"4774-4799"	"4794-4799"	"offset-6mer"	0	0.851	0.5654	-20.1	-1.197	-1.308	0.477	0.388	0.38	0.341	0.6	0.99973076923077	1	0.512724550898204	0.521110274005919	0.575656141953348
"NM_172691"	"miR-181a"	2961	"2625-2643"	"2638-2643"	"6mer"	0	0.851	0.8519	-15.2	-2.398	-1.398	0.438	0.206	0.441	0.605	0.533	0.423684210526316	0.0525	0.67219512195122	0.437076546620694	0.393537280890893
"NM_172691"	"miR-181b"	2961	"2623-2643"	"2638-2643"	"6mer"	0	0.851	0.8519	-15.9	-2.398	-2.973	0.431	0.179	0.441	0.605	0.567	0.449476190476190	0.0525	0.670243902439024	0.438354089523584	0.396819679309473
"NM_172691"	"miR-181c"	2961	"2634-2643"	"2638-2643"	"6mer"	1	1.1751	0.8519	-14.7	-3.117	-10.172	0.622	0.199	0.441	0.605	0.5	0.0443	0.0525	0.680975609756098	0.558383760559672	0.512194529450992
"NM_172691"	"miR-181d"	2961	"2625-2643"	"2638-2643"	"6mer"	0	0.851	0.8519	-14.6	-2.893	-0.798	0.438	0.206	0.441	0.605	0.533	0.423684210526316	0.0525	0.67219512195122	0.43824640912317	0.398423077243107
"NM_172691"	"miR-543"	2961	"2622-2643"	"2638-2643"	"offset-6mer"	0	0.851	0.5654	-15	-2.455	-0.390000000000001	0.414	0.19	0.441	0.605	0.567	0.457545454545455	0.0525	0.669268292682927	0.392595816399041	0.364509996993098
"NM_172694"	"miR-101a"	3062	"2708-2724"	"2718-2723"	"7mer-A1"	1	1.1751	1.5179	-15.7	-4.323	-13.363	0.567	0.421	0.412	0.843	0.667	0.996117647058824	1	0.692974848222029	0.775683162454063	0.746885654934293
"NM_172694"	"miR-101b"	3062	"2708-2724"	"2718-2723"	"7mer-A1"	0	0.851	1.5179	-15.7	-4.323	-13.363	0.567	0.421	0.412	0.843	0.667	0.996117647058824	1	0.692974848222029	0.756519158573348	0.697623304847199
"NM_172694"	"miR-139-5p"	3062	"2701-2724"	"2719-2724"	"offset-6mer"	0	0.851	0.5654	-18.9	-4.321	-12.884	0.521	0.356	0.412	0.866	0.7	0.747458333333333	1	0.686903729401561	0.64234099798961	0.679988252358052
"NM_172694"	"miR-139-5p"	3062	"2027-2040"	"2034-2040"	"7mer-m8"	0	0.851	1.553	-17.3	-0.695	-8.855	0.526	0.429	0.288	0.461	0.667	0.498714285714286	0.296	0.102341717259324	0.4893111452653	0.636225538601422
"NM_172694"	"miR-144"	3062	"2708-2724"	"2717-2723"	"8mer"	0	0.851	2.7436	-16.4	-5.293	-14.063	0.567	0.421	0.412	0.849	0.667	0.996117647058824	1	0.692974848222029	0.857220306035605	0.795844274021705
"NM_172694"	"miR-221"	3062	"2102-2130"	"2125-2130"	"7mer-A1"	0	0.851	1.5179	-19.4	-0.564	-6.027	0.425	0.566	0.572	0.31	0.533	0.934551724137931	0.712833333333333	0.167389418907199	0.562584357393536	0.577318773954633
"NM_172694"	"miR-222"	3062	"2104-2130"	"2125-2130"	"7mer-A1"	0	0.851	1.5179	-18.4	-0.524	-7.39	0.442	0.5	0.572	0.31	0.533	0.930555555555556	0.712833333333333	0.169124024284475	0.564608235685246	0.601240316143756
"NM_172694"	"miR-466h"	3062	"1946-1983"	"1976-1981"	"offset-6mer"	0	0.851	0.5654	-20.3	-5.479	4.216	0.416	0.433	0.229	0.718	0.533	0.0558947368421053	0.0183333333333333	0.0320901994796184	0.250264371801834	0.222605689687615
"NM_172694"	"miR-466h"	3062	"1946-1981"	"1976-1981"	"offset-6mer"	0	0.851	0.5654	-19.3	-5.479	4.317	0.425	0.433	0.238	0.718	0.533	0.0493611111111111	0.0183333333333333	0.0320901994796184	0.254727169827161	0.249029903161942
"NM_172694"	"miR-466j"	3062	"1946-1983"	"1976-1981"	"offset-6mer"	0	0.851	0.5654	-19.5	-5.477	5.016	0.416	0.433	0.229	0.718	0.533	0.0558947368421053	0.0183333333333333	0.0320901994796184	0.249555733768347	0.235684977762362
"NM_172694"	"miR-466j"	3062	"1946-1981"	"1976-1981"	"offset-6mer"	0	0.851	0.5654	-18.5	-5.477	5.117	0.425	0.433	0.238	0.718	0.533	0.0493611111111111	0.0183333333333333	0.0320901994796184	0.254010275039016	0.263034853125406
"NM_172694"	"miR-543"	3062	"2002-2024"	"2019-2024"	"6mer"	0	0.851	0.8519	-20.4	-4.692	-5.265	0.458	0.22	0.463	0.818	0.5	0.438086956521739	0.8535	0.0806591500433651	0.444873357089139	0.520514439152269
"NM_172694"	"miR-582-5p"	3062	"2027-2039"	"2033-2038"	"7mer-A1"	0	0.851	1.5179	-16.3	-0.63	-8.351	0.52	0.429	0.317	0.462	0.667	0.487	0.160333333333333	0.102341717259324	0.465159233565820	0.638973361692292
"NM_172695"	"miR-125a-5p"	6815	"2900-2908"	"2900-2905"	"offset-6mer"	0	0.851	0.5654	-16.3	-5.584	-8.981	0.528	0.304	0.298	0.61	0.633	0.00166666666666667	0.000833333333333333	0.06962927756654	0.331665829216732	0.502068471079701
"NM_172695"	"miR-125a-5p"	6815	"2900-2905"	"2900-2905"	"offset-6mer"	0	0.851	0.5654	-15	-5.584	-9.501	0.61	0.304	0.284	0.61	0.633	0.000833333333333333	0.000833333333333333	0.06962927756654	0.352270849090238	0.533856598937793
"NM_172695"	"miR-125b-5p"	6815	"2894-2908"	"2900-2905"	"offset-6mer"	0	0.851	0.5654	-16.5	-5.705	-7.034	0.499	0.313	0.298	0.61	0.7	0.00186666666666667	0.000833333333333333	0.0682034220532319	0.329304269675838	0.504237071101613
"NM_172695"	"miR-125b-5p"	6815	"2894-2905"	"2900-2905"	"offset-6mer"	0	0.851	0.5654	-15.2	-5.705	-7.405	0.533	0.313	0.284	0.61	0.7	0.0015	0.000833333333333333	0.0682034220532319	0.338261211977684	0.543068403347897
"NM_172695"	"miR-351"	6815	"2887-2905"	"2900-2905"	"offset-6mer"	0	0.851	0.5654	-15.5	-5.611	-2.244	0.396	0.449	0.284	0.61	0.7	0.00147368421052632	0.000833333333333333	0.0665399239543726	0.308405230723484	0.545182422728606
"NM_172695"	"miR-351"	6815	"2887-2908"	"2900-2905"	"offset-6mer"	0	0.851	0.5654	-16.8	-5.611	-1.885	0.392	0.449	0.298	0.61	0.7	0.00172727272727273	0.000833333333333333	0.0665399239543726	0.306427821218193	0.498513744691976
"NM_172700"	"miR-124"	3430	"3317-3355"	"3350-3355"	"6mer"	1	1.1751	0.8519	-15.5	-0.286	13.668	0.301	0.277	0.163	0.152	0.4	0.227974358974359	0.9555	0.935722411831627	0.555334363054972	0.648031267115928
"NM_172700"	"miR-124"	3430	"3339-3373"	"3367-3373"	"7mer-m8"	0	0.851	1.553	-19.9	-0.202	17.997	0.216	0.387	0.955	0.324	0.5	0.722	0.999428571428571	0.948236632536974	0.712010566467292	0.844605403818784
"NM_172700"	"miR-34a"	3430	"3331-3353"	"3348-3353"	"6mer"	0	0.851	0.8519	-25.7	-0.436	-3.243	0.25	0.276	0.206	0.227	0.433	0.231434782608696	0.820666666666667	0.943686006825939	0.53840224820444	0.711314171317876
"NM_172700"	"miR-34b-5p"	3430	"3335-3354"	"3348-3353"	"6mer"	0	0.851	0.8519	-21.4	-0.009	-1.913	0.238	0.314	0.207	0.227	0.467	0.3149	0.820666666666667	0.945961319681456	0.544659124164037	0.659694478709687
"NM_172700"	"miR-34c"	3430	"3335-3354"	"3348-3353"	"6mer"	0	0.851	0.8519	-21.7	-0.009	-2.213	0.238	0.314	0.207	0.227	0.467	0.3149	0.820666666666667	0.945961319681456	0.545007409061513	0.663850055391679
"NM_172700"	"miR-449a"	3430	"3314-3353"	"3348-3353"	"6mer"	0	0.851	0.8519	-23.1	-0.486	15.486	0.276	0.296	0.206	0.227	0.4	0.226975	0.820666666666667	0.934015927189989	0.486894243399266	0.680875771042853
"NM_172700"	"miR-449b"	3430	"3335-3354"	"3348-3353"	"6mer"	0	0.851	0.8519	-21.8	-0.009	-2.313	0.238	0.314	0.207	0.227	0.467	0.3149	0.820666666666667	0.945961319681456	0.545123494001971	0.66522828235182
"NM_172700"	"miR-449c"	3430	"3314-3354"	"3348-3353"	"6mer"	0	0.851	0.8519	-22.3	-0.086	15.504	0.269	0.296	0.207	0.227	0.4	0.245829268292683	0.820666666666667	0.934015927189989	0.484289904791746	0.676279368142372
"NM_172713"	"miR-221"	5020	"2314-2335"	"2330-2335"	"7mer-A1"	0	0.851	1.5179	-26.5	-3.903	-20.962	0.546	0.43	0.368	0.227	0.733	0.0095	0.003	0.0380376821898329	0.508666077529936	0.526945964737428
"NM_172713"	"miR-222"	5020	"2316-2335"	"2330-2335"	"7mer-A1"	1	1.1751	1.5179	-24.3	-2.102	-18.876	0.512	0.465	0.368	0.227	0.733	0.0054	0.003	0.0387486669036616	0.52280512623149	0.641723374922979
"NM_172716"	"let-7a"	3732	"3093-3108"	"3102-3107"	"6mer"	0	0.851	0.8519	-22.2	-0.712	-3.881	0.223	0.195	0.304	0.089	0.433	0.2296875	0.0253333333333333	0.762982195845697	0.368631928935639	0.41955065257381
"NM_172716"	"let-7a"	3732	"2636-2664"	"2657-2663"	"8mer"	0	0.851	2.7436	-25.9	-5.239	-18.029	0.524	0.52	0.293	0.723	0.7	0.787137931034483	0.999857142857143	0.593471810089021	0.841310015028836	0.855070561265233
"NM_172716"	"let-7b"	3732	"3090-3108"	"3102-3107"	"6mer"	0	0.851	0.8519	-24.8	-0.618	-4.03	0.242	0.209	0.304	0.089	0.433	0.193842105263158	0.0253333333333333	0.76186943620178	0.371762307346921	0.412338237378773
"NM_172716"	"let-7b"	3732	"2646-2664"	"2657-2663"	"8mer"	0	0.851	2.7436	-25	-5.107	-17.41	0.502	0.501	0.293	0.723	0.667	0.990631578947368	0.999857142857143	0.597181008902077	0.828215683698396	0.846154110485773
"NM_172716"	"let-7c"	3732	"3090-3108"	"3102-3107"	"6mer"	0	0.851	0.8519	-24.9	-0.795	-4.13	0.242	0.209	0.304	0.089	0.433	0.193842105263158	0.0253333333333333	0.76186943620178	0.372503494661529	0.415622725526695
"NM_172716"	"let-7c"	3732	"2638-2664"	"2657-2663"	"8mer"	0	0.851	2.7436	-26.2	-6.052	-19	0.53	0.503	0.293	0.723	0.7	0.810777777777778	0.999857142857143	0.594213649851632	0.843281393311603	0.857789916024573
"NM_172716"	"let-7d"	3732	"3094-3107"	"3102-3107"	"6mer"	0	0.851	0.8519	-25.2	-0.797	-12.065	0.213	0.19	0.338	0.089	0.4	0.259142857142857	0.0253333333333333	0.763353115727003	0.384189872884209	0.454642286427871
"NM_172716"	"let-7d"	3732	"2636-2663"	"2657-2663"	"8mer"	0	0.851	2.7436	-26.9	-5.292	-19.112	0.514	0.52	0.347	0.723	0.7	0.780071428571429	0.999857142857143	0.593471810089021	0.846010315905435	0.857074997517941
"NM_172716"	"let-7e"	3732	"3093-3108"	"3102-3107"	"6mer"	0	0.851	0.8519	-22.2	-0.712	-3.881	0.223	0.195	0.304	0.089	0.433	0.2296875	0.0253333333333333	0.762982195845697	0.368631928935639	0.41955065257381
"NM_172716"	"let-7e"	3732	"2636-2664"	"2657-2663"	"8mer"	0	0.851	2.7436	-26.9	-5.48	-19.029	0.524	0.52	0.293	0.723	0.7	0.787137931034483	0.999857142857143	0.593471810089021	0.842423607898796	0.857750571228536
"NM_172716"	"let-7f"	3732	"3085-3108"	"3102-3107"	"6mer"	0	0.851	0.8519	-17.2	-0.186	9.447	0.236	0.26	0.304	0.089	0.433	0.186	0.0253333333333333	0.760014836795252	0.349894083906655	0.371226991587756
"NM_172716"	"let-7f"	3732	"2623-2664"	"2657-2663"	"8mer"	1	1.1751	2.7436	-22.1	-6.6	-12.485	0.52	0.589	0.293	0.723	0.667	0.589119047619048	0.999857142857143	0.588649851632048	0.859050846241882	0.866533036594492
"NM_172716"	"let-7g"	3732	"3093-3108"	"3102-3107"	"6mer"	0	0.851	0.8519	-18.7	-0.64	-0.381	0.223	0.195	0.304	0.089	0.433	0.2296875	0.0253333333333333	0.762982195845697	0.3645695622558	0.411478744008255
"NM_172716"	"let-7g"	3732	"2642-2664"	"2657-2663"	"8mer"	0	0.851	2.7436	-19.5	-5.026	-13.013	0.529	0.519	0.293	0.723	0.667	0.88308695652174	0.999857142857143	0.595697329376855	0.834666259096623	0.830037419672984
"NM_172716"	"let-7i"	3732	"3085-3108"	"3102-3107"	"6mer"	0	0.851	0.8519	-16.6	-0.161	10.047	0.236	0.26	0.304	0.089	0.433	0.186	0.0253333333333333	0.760014836795252	0.349168437885031	0.369409799250861
"NM_172716"	"let-7i"	3732	"2640-2664"	"2657-2663"	"8mer"	0	0.851	2.7436	-20.5	-5.815	-13.974	0.554	0.484	0.293	0.723	0.7	0.83952	0.999857142857143	0.594955489614243	0.841560602902631	0.847360636590192
"NM_172716"	"miR-103"	3732	"2660-2680"	"2674-2679"	"6mer"	0	0.851	0.8519	-21.7	-0.015	-0.413999999999998	0.381	0.513	0.326	0.027	0.7	0.584047619047619	0.694833333333333	0.602373887240356	0.541806218288471	0.590564959936946
"NM_172716"	"miR-106a"	3732	"2374-2389"	"2384-2389"	"6mer"	0	0.851	0.8519	-12.8	-3.623	-8.856	0.772	0.194	0.302	0.559	0.633	0.1210625	0.300166666666667	0.496290801186944	0.56145175701857	0.548496685182718
"NM_172716"	"miR-106b"	3732	"2347-2389"	"2384-2389"	"6mer"	0	0.851	0.8519	-12.7	-1.112	18.49	0.379	0.333	0.302	0.559	0.667	0.0504186046511628	0.300166666666667	0.486275964391691	0.392093228443241	0.360620885057565
"NM_172716"	"miR-107"	3732	"2660-2680"	"2674-2679"	"6mer"	0	0.851	0.8519	-21.7	-0.015	-0.413999999999998	0.381	0.513	0.326	0.027	0.7	0.584047619047619	0.694833333333333	0.602373887240356	0.541806218288471	0.590564959936946
"NM_172716"	"miR-15a"	3732	"2665-2681"	"2674-2680"	"7mer-m8"	0	0.851	1.553	-22.8	-0.414	-2.828	0.259	0.504	0.328	0.023	0.7	0.487117647058824	0.738428571428571	0.604228486646884	0.619329280861067	0.665069258154481
"NM_172716"	"miR-15b"	3732	"2665-2681"	"2674-2680"	"7mer-m8"	0	0.851	1.553	-22.8	-0.414	-2.828	0.259	0.504	0.328	0.023	0.7	0.487117647058824	0.738428571428571	0.604228486646884	0.619329280861067	0.665069258154481
"NM_172716"	"miR-16"	3732	"2671-2681"	"2674-2680"	"7mer-m8"	0	0.851	1.553	-24.8	-0.769	-5.683	0.168	0.537	0.328	0.023	0.633	0.561	0.738428571428571	0.606454005934718	0.5947397909939	0.614014761949134
"NM_172716"	"miR-17"	3732	"2374-2389"	"2384-2389"	"6mer"	0	0.851	0.8519	-12.8	-3.623	-8.856	0.772	0.194	0.302	0.559	0.633	0.1210625	0.300166666666667	0.496290801186944	0.56145175701857	0.548496685182718
"NM_172716"	"miR-1906"	3732	"2655-2679"	"2674-2679"	"6mer"	1	1.1751	0.8519	-25	-4.265	-4.928	0.455	0.417	0.294	0.027	0.7	0.6506	0.694833333333333	0.600519287833828	0.587847318185776	0.639488573507208
"NM_172716"	"miR-1906"	3732	"2655-2681"	"2676-2681"	"offset-6mer"	1	1.1751	0.5654	-27.4	-4.265	-7.22	0.422	0.417	0.328	0.002	0.7	0.676481481481481	0.947333333333333	0.600519287833828	0.593741468768555	0.574134458179891
